alpha_i,alpha_j,D_i,D_j,D_acc_j,D_acc_i_pre,D_acc_ij,D_acc_i_span,D_acc_j_span,effective_length_i,effective_length_j,length_i,length_j,Df,pd_pr,pd_pp,Cij
3.9143946580898775e-05,4.374911676688687e-05,1.35e-05,5e-06,4.245,4.7,0.81,0.891,0.355,23617.72018370228,21834.23895554764,66000.0,71000.0,190000000000.0,0.0,0.0,-0.0894890525065655
4.835428695287496e-05,4.835428695287496e-05,2e-06,1e-06,4.32,3.45,-0.7900000000000001,0.1979999999999999,0.08,20508.278596275384,20248.608766492125,99000.0,80000.0,240000000000.0,0.0,0.0,-0.0245862957984559
3.9143946580898775e-05,4.374911676688687e-05,1.4e-05,1.15e-05,-3.6975000000000007,-5.620000000000001,-1.06,1.344,0.8625,24950.61190007288,21998.530043458977,96000.0,75000.0,110000000000.0,0.0,0.0,-0.1309672910096575
4.1446531673892815e-05,5.0656872045869005e-05,1.6e-05,1.5e-05,-1.9400000000000004,-3.5100000000000007,-0.5200000000000002,0.8959999999999999,1.0499999999999998,21758.76169310596,19171.33146494644,56000.0,70000.0,500000000000.0,0.0,0.0,0.1334183229716835
4.1446531673892815e-05,3.9143946580898775e-05,1e-06,1.25e-05,0.2574999999999999,0.09,0.5700000000000001,0.078,0.7374999999999999,23175.745496637675,23009.64705478673,78000.0,59000.0,180000000000.0,0.0,0.0,0.049247126800913
5.295945713886305e-05,4.374911676688687e-05,1e-06,0.0,3.52,3.37,-0.15,0.066,0.0,18309.49825666725,22225.1477378814,66000.0,82000.0,250000000000.0,0.0,0.0,-0.0185418720426129
4.605170185988091e-05,4.835428695287496e-05,1.75e-05,1.05e-05,2.5685,1.3800000000000003,-0.1699999999999999,1.6275,1.0185,21414.97746065104,20490.77210053356,93000.0,97000.0,220000000000.0,0.0,0.0,0.2298838908097234
4.374911676688687e-05,3.9143946580898775e-05,1.85e-05,-2.5e-06,-0.6475,-0.79,-0.35,1.7945,-0.2075,22529.48581609961,24555.136805494425,97000.0,83000.0,200000000000.0,0.0,0.0,0.1691913027251623
4.1446531673892815e-05,5.295945713886305e-05,1.85e-05,1.5e-06,0.503,0.85,0.4399999999999999,0.9805,0.093,21445.14369176307,18174.330927367864,53000.0,62000.0,140000000000.0,0.0,0.0,0.0004778370248304
4.1446531673892815e-05,5.0656872045869005e-05,3.5000000000000004e-06,1.4e-05,-0.3139999999999998,-2.43,-0.7299999999999995,0.308,1.386,23498.672269204497,19609.631017021868,88000.0,99000.0,230000000000.0,0.0,0.0,-0.0154607424037225
4.1446531673892815e-05,4.835428695287496e-05,6.5e-06,1.1e-05,5.649,4.49,-0.4,0.5915,0.759,23572.191504779603,19945.219522790623,91000.0,69000.0,230000000000.0,0.0,0.0,-0.1576385015758005
4.835428695287496e-05,3.9143946580898775e-05,1.35e-05,1.15e-05,-0.8190000000000002,-3.24,-1.3400000000000003,0.7965,1.081,19487.896793497188,24902.067303322303,59000.0,94000.0,350000000000.0,0.0,0.0,-0.0167436772721202
4.835428695287496e-05,4.374911676688687e-05,6e-06,7.499999999999999e-06,-0.295,-0.61,0.39,0.384,0.705,19744.06618672876,22483.46726693737,64000.0,94000.0,180000000000.0,0.0,0.0,0.0480728116134115
3.9143946580898775e-05,4.835428695287496e-05,5.5e-06,1.25e-05,0.2124999999999999,-1.39,-0.3900000000000001,0.517,1.2125,24902.067303322303,20490.77210053356,94000.0,97000.0,450000000000.0,0.0,0.0,-0.0385000422912079
3.9143946580898775e-05,4.835428695287496e-05,1.3e-05,-5.5e-06,2.07,3.89,1.4900000000000002,0.897,-0.33,23831.452783624394,19544.201190170766,69000.0,60000.0,300000000000.0,0.0,0.0,0.0226557343854305
5.0656872045869005e-05,3.9143946580898775e-05,-5e-06,-2.5e-06,1.4,1.83,0.28,-0.3249999999999999,-0.15,19007.223269104343,23107.04005096996,65000.0,60000.0,220000000000.0,0.0,0.0,-0.1214670950305004
5.52620422318571e-05,4.1446531673892815e-05,1.6499999999999998e-05,1.7e-05,-2.258,-3.9,-0.01,1.3199999999999998,1.632,17878.04640857596,23676.122921871865,80000.0,96000.0,190000000000.0,0.0,0.0,0.9533300005899292
5.295945713886305e-05,5.295945713886305e-05,-2e-06,0.0,-1.02,-2.25,-1.23,-0.18,0.0,18721.653755215622,18245.4904437651,90000.0,64000.0,190000000000.0,0.0,0.0,0.0034416076429956
4.374911676688687e-05,4.605170185988091e-05,-3.5000000000000004e-06,1.1e-05,-2.128,-4.0,-0.8599999999999999,-0.3325,1.012,22499.482550558525,21400.85083698336,95000.0,92000.0,190000000000.0,0.0,0.0,0.0088108728520623
4.605170185988091e-05,5.0656872045869005e-05,1.4e-05,8.5e-06,3.753,2.5700000000000003,-0.6900000000000001,1.134,0.493,21193.824145293573,18695.06776402045,81000.0,58000.0,270000000000.0,0.0,0.0,-0.0244288756525481
4.605170185988091e-05,5.295945713886305e-05,1.95e-05,1.5e-06,3.9875,5.16,1.27,1.443,0.0975,20995.68200093097,18278.341606956048,74000.0,65000.0,180000000000.0,0.0,0.0,0.0087105052175697
5.295945713886305e-05,5.0656872045869005e-05,7.499999999999999e-06,1e-06,5.039000000000001,5.210000000000001,0.26,0.3824999999999999,0.089,17614.552057461508,19523.20715754174,51000.0,89000.0,290000000000.0,0.0,0.0,-0.0743904717871728
5.0656872045869005e-05,4.835428695287496e-05,1.35e-05,1.55e-05,-0.817,-3.3600000000000003,-1.2100000000000002,1.1205,1.333,19445.97082528591,20357.419902250545,83000.0,86000.0,340000000000.0,0.0,0.0,-0.0062920932515543
4.374911676688687e-05,4.374911676688687e-05,2.5e-06,3.5000000000000004e-06,3.5565,2.79,-0.4899999999999999,0.2149999999999999,0.2765,22326.682324607187,22136.445837902284,86000.0,79000.0,480000000000.0,0.0,0.0,0.0419828810936508
4.835428695287496e-05,5.0656872045869005e-05,1.15e-05,1.4e-05,5.716,5.01,0.61,0.989,1.316,20357.419902250545,19571.862470572825,86000.0,94000.0,370000000000.0,0.0,0.0,-0.0738062438788995
4.374911676688687e-05,4.605170185988091e-05,1.75e-05,1.1e-05,-0.741,-1.01,0.71,1.2599999999999998,0.979,21878.04505997951,21354.349377093084,72000.0,89000.0,120000000000.0,0.0,0.0,-0.0263478914037652
5.52620422318571e-05,5.52620422318571e-05,-1.5e-06,-1e-06,-3.088,-3.34,-0.32,-0.0825,-0.0679999999999999,17229.493379433134,17673.350095884954,55000.0,68000.0,440000000000.0,0.0,0.0,-0.0145841159412848
4.374911676688687e-05,4.605170185988091e-05,-5e-07,1.5e-05,3.845,2.95,-0.01,-0.0395,0.8849999999999999,22136.445837902284,20280.04650166593,79000.0,59000.0,130000000000.0,0.0,0.0,-0.0715109900249169
5.295945713886305e-05,3.9143946580898775e-05,-3e-06,1.85e-05,0.1249999999999997,-2.66,-1.1200000000000003,-0.225,1.6649999999999998,18526.69121083377,24792.796651907065,75000.0,90000.0,490000000000.0,0.0,0.0,-0.0226116315819451
4.374911676688687e-05,5.295945713886305e-05,3e-06,9.5e-06,1.685,1.37,0.35,0.186,0.6649999999999999,21340.44666397604,18418.861588506286,62000.0,70000.0,290000000000.0,0.0,0.0,0.062473259437926
4.374911676688687e-05,5.0656872045869005e-05,5e-07,3e-06,1.101,2.01,1.17,0.0275,0.261,20796.82867856324,19500.02169727939,55000.0,87000.0,160000000000.0,0.0,0.0,0.0100560959544151
4.605170185988091e-05,5.295945713886305e-05,-3e-06,1.85e-05,5.4455,5.11,1.2,-0.282,1.5355,21428.468281519177,18649.52937636767,94000.0,83000.0,290000000000.0,0.0,0.0,0.0276717538730612
5.295945713886305e-05,4.835428695287496e-05,7.499999999999999e-06,1e-05,2.7,1.2700000000000002,-0.62,0.5175,0.8099999999999999,18393.652870992813,20269.004639967203,69000.0,81000.0,230000000000.0,0.0,0.0,-0.0092094794206662
5.52620422318571e-05,4.1446531673892815e-05,1.3e-05,-5.5e-06,1.4425,0.6599999999999999,-1.14,0.663,-0.3575,17015.232035698464,22496.25396395028,51000.0,65000.0,150000000000.0,0.0,0.0,0.0009781755405153
4.374911676688687e-05,5.295945713886305e-05,1.05e-05,1.85e-05,-1.4425,-3.1,-0.6399999999999999,0.819,1.0174999999999998,22104.195472905943,17856.583468579312,78000.0,55000.0,340000000000.0,0.0,0.0,0.0361070532047781
4.1446531673892815e-05,4.835428695287496e-05,-5e-06,1.5e-05,4.615,4.15,0.84,-0.2499999999999999,1.305,21090.002553125185,20372.679472720883,50000.0,87000.0,140000000000.0,0.0,0.0,-0.0424490518950801
5.295945713886305e-05,4.605170185988091e-05,-1.5e-06,7.000000000000001e-06,-3.452,-5.3500000000000005,-1.3800000000000003,-0.093,0.518,18174.330927367864,20995.68200093097,62000.0,74000.0,400000000000.0,0.0,0.0,0.008004775333391
4.605170185988091e-05,3.9143946580898775e-05,1.85e-05,6e-06,-0.5580000000000002,-2.53,-1.39,1.073,0.582,20212.432229763275,24973.495678108164,58000.0,97000.0,140000000000.0,0.0,0.0,-0.0007802061937139
5.0656872045869005e-05,5.0656872045869005e-05,1.6499999999999998e-05,1.8e-05,4.006,1.4000000000000004,-1.13,0.99,1.476,18795.8109593816,19430.658313553184,60000.0,82000.0,340000000000.0,0.0,0.0,-0.0037693092044163
5.295945713886305e-05,3.9143946580898775e-05,5.5e-06,-3.5000000000000004e-06,-2.5495,-2.8000000000000003,-0.52,0.539,-0.2695,18777.158910508224,24292.624925274107,98000.0,77000.0,390000000000.0,0.0,0.0,-0.0526899201567843
4.374911676688687e-05,5.0656872045869005e-05,8e-06,-1.5e-06,-4.027,-3.27,0.6100000000000001,0.704,-0.147,22371.162708385284,19602.82259552201,88000.0,98000.0,230000000000.0,0.0,0.0,-0.0116718597989883
5.52620422318571e-05,4.1446531673892815e-05,1.75e-05,1.7e-05,5.6370000000000005,3.53,-1.2400000000000002,1.2074999999999998,0.867,17696.051632816172,21213.321862662444,69000.0,51000.0,330000000000.0,0.0,0.0,-0.0646075403709906
3.9143946580898775e-05,5.0656872045869005e-05,2e-06,1.6e-05,2.68,1.0099999999999998,-0.1499999999999999,0.118,1.52,23009.64705478673,19580.20017383297,59000.0,95000.0,340000000000.0,0.0,0.0,-0.0818578751530188
4.1446531673892815e-05,3.6841361487904736e-05,1.7e-05,-5e-07,4.445,3.91,-0.5700000000000001,1.581,-0.0349999999999999,23616.364243671367,25084.36727563621,93000.0,70000.0,280000000000.0,0.0,0.0,0.0088217686868141
3.9143946580898775e-05,4.1446531673892815e-05,6e-06,1.5e-05,5.25,2.91,-0.96,0.546,1.38,24821.73859775575,23594.735510421568,91000.0,92000.0,160000000000.0,0.0,0.0,-0.0675513058384287
3.9143946580898775e-05,5.0656872045869005e-05,3e-06,1.5e-06,0.7925000000000001,1.8000000000000005,1.12,0.186,0.1125,23290.75347765332,19298.719978784,62000.0,75000.0,130000000000.0,0.0,0.0,0.0029405788589421
5.0656872045869005e-05,4.374911676688687e-05,2e-06,1.3e-05,4.054,1.7200000000000002,-1.06,0.162,1.274,19414.55013501789,22543.53123298621,81000.0,98000.0,320000000000.0,0.0,0.0,-0.0047503603957296
3.6841361487904736e-05,4.605170185988091e-05,1.5e-05,1.95e-05,3.318,1.0299999999999994,-1.0400000000000005,1.215,1.248,25770.424746962424,20575.119174921907,81000.0,64000.0,200000000000.0,0.0,0.0,-0.0041124232992626
3.9143946580898775e-05,4.374911676688687e-05,1.6e-05,2e-05,1.21,-0.3199999999999998,0.1300000000000001,1.104,1.66,23831.452783624394,22252.22062884647,69000.0,83000.0,140000000000.0,0.0,0.0,0.4937860882669774
3.9143946580898775e-05,3.6841361487904736e-05,-1e-06,1.75e-05,-2.7475,-5.140000000000001,-1.0100000000000002,-0.09,1.3824999999999998,24792.796651907065,25665.43950950857,90000.0,79000.0,350000000000.0,0.0,0.0,-0.0030187628460942
3.9143946580898775e-05,5.0656872045869005e-05,9e-06,1.35e-05,1.371,-0.8700000000000001,-1.35,0.468,0.891,22209.89417584817,19043.45144223078,52000.0,66000.0,370000000000.0,0.0,0.0,0.022930126763555
3.9143946580898775e-05,4.374911676688687e-05,8e-06,6e-06,1.414,0.04,-1.02,0.6719999999999999,0.354,24593.201971366583,21127.66562632656,84000.0,59000.0,130000000000.0,0.0,0.0,0.0004690498974406
5.0656872045869005e-05,4.835428695287496e-05,-5.5e-06,3e-06,2.387,2.13,0.01,-0.4455,0.267,19414.55013501789,20401.071684284343,81000.0,89000.0,130000000000.0,0.0,0.0,0.1400282524026501
5.52620422318571e-05,4.605170185988091e-05,1.2e-05,1.75e-05,-1.2425,-1.7899999999999998,0.8,0.984,1.3475,17900.810536702058,21088.46461144108,82000.0,77000.0,100000000000.0,0.0,0.0,-0.1212937970765861
4.1446531673892815e-05,4.1446531673892815e-05,8e-06,9.5e-06,3.1285,1.63,-0.7100000000000001,0.7919999999999999,0.7884999999999999,23728.894609466308,23353.879508442664,99000.0,83000.0,170000000000.0,0.0,0.0,-0.0511533721742131
4.1446531673892815e-05,4.1446531673892815e-05,4.5e-06,4e-06,1.506,1.6800000000000002,0.5700000000000001,0.405,0.3959999999999999,23548.693494770643,23728.894609466308,90000.0,99000.0,130000000000.0,0.0,0.0,-0.0324743060760856
4.835428695287496e-05,3.9143946580898775e-05,1.8e-05,1.8e-05,6.292,4.71,-0.1599999999999999,1.26,1.422,19979.93653236237,24387.061645971145,70000.0,79000.0,200000000000.0,0.0,0.0,0.4630036427092792
3.9143946580898775e-05,4.1446531673892815e-05,-3.5000000000000004e-06,1.5e-06,1.9655,2.75,0.9000000000000001,-0.1855,0.1155,22337.987862909955,23135.470910670912,53000.0,77000.0,360000000000.0,0.0,0.0,-0.0036429956766555
5.0656872045869005e-05,4.1446531673892815e-05,3.5000000000000004e-06,1.2e-05,-2.37,-2.28,0.81,0.322,0.72,19553.864823896463,22120.63557219772,92000.0,60000.0,360000000000.0,0.0,0.0,0.0233345334382705
3.9143946580898775e-05,5.52620422318571e-05,9e-06,1.55e-05,-4.105,-3.9499999999999993,0.93,0.612,0.775,23762.97846385742,16953.84802503517,68000.0,50000.0,210000000000.0,0.0,0.0,-0.1239951370441963
5.295945713886305e-05,4.605170185988091e-05,-1e-06,0.0,-1.84,-2.38,-0.54,-0.059,0.0,18052.41009078709,21337.365439876216,59000.0,88000.0,390000000000.0,0.0,0.0,0.0006955121328276
5.0656872045869005e-05,3.9143946580898775e-05,1.05e-05,1.3e-05,5.797,5.37,0.8600000000000002,0.9765,1.287,19563.091524627893,25016.66158780473,93000.0,99000.0,110000000000.0,0.0,0.0,-0.0607182103545473
5.0656872045869005e-05,3.6841361487904736e-05,-2e-06,-2e-06,-4.014,-3.9,-0.03,-0.1699999999999999,-0.144,19474.3641155106,25230.628173403864,85000.0,72000.0,380000000000.0,0.0,0.0,0.5477374042701828
4.835428695287496e-05,4.374911676688687e-05,9e-06,1.35e-05,3.248,3.3400000000000003,1.28,0.801,1.188,20401.071684284343,22371.162708385284,89000.0,88000.0,330000000000.0,0.0,0.0,-0.0405569079374047
4.1446531673892815e-05,4.374911676688687e-05,9e-06,-5e-06,-1.9,-1.46,-0.02,0.54,-0.4599999999999999,22120.63557219772,22449.25604977801,60000.0,92000.0,440000000000.0,0.0,0.0,-0.0671125522842707
5.295945713886305e-05,4.605170185988091e-05,9.5e-06,9e-06,-4.223,-4.16,0.63,0.8644999999999999,0.5670000000000001,18729.94368308222,20521.411249679302,91000.0,63000.0,470000000000.0,0.0,0.0,0.0214472992206647
4.835428695287496e-05,3.6841361487904736e-05,1.15e-05,6.5e-06,-2.745,-2.3,1.0300000000000002,1.035,0.5850000000000001,20414.270723195485,26157.887645910603,90000.0,90000.0,220000000000.0,0.0,0.0,0.0445021743626588
5.295945713886305e-05,3.9143946580898775e-05,8.5e-06,1.45e-05,3.3295000000000003,1.2000000000000002,-1.1,0.7055,1.0295,18649.52937636767,23960.616608716475,83000.0,71000.0,440000000000.0,0.0,0.0,0.0016269349969961
3.9143946580898775e-05,3.9143946580898775e-05,1.25e-05,6.5e-06,2.697,2.98,0.79,0.7124999999999999,0.507,22803.042021354115,24340.76732412514,57000.0,78000.0,370000000000.0,0.0,0.0,0.0178588021429258
5.295945713886305e-05,5.295945713886305e-05,-1e-06,1.9e-05,4.084,3.59,0.5700000000000001,-0.087,1.0639999999999998,18693.979373048925,17909.495051183345,87000.0,56000.0,390000000000.0,0.0,0.0,-0.0245903353585629
5.52620422318571e-05,3.9143946580898775e-05,1.6e-05,-1e-06,-4.467,-4.35,0.03,1.408,-0.087,17955.782198310142,24698.852279665567,88000.0,87000.0,490000000000.0,0.0,0.0,-0.2409041167496062
4.605170185988091e-05,3.6841361487904736e-05,-4.5e-06,-2.5e-06,3.85,4.18,0.1699999999999999,-0.27,-0.1599999999999999,20344.617630042205,24574.99525799723,60000.0,64000.0,400000000000.0,0.0,0.0,0.0134449091034816
3.9143946580898775e-05,3.6841361487904736e-05,3.5000000000000004e-06,0.0,0.8100000000000002,-0.1299999999999999,-0.94,0.182,0.0,22209.89417584817,22997.070682481382,52000.0,51000.0,420000000000.0,0.0,0.0,-0.0031118605092032
3.9143946580898775e-05,5.295945713886305e-05,1.9e-05,3.5000000000000004e-06,3.2125,3.9,0.88,1.1209999999999998,0.1925,23009.64705478673,17856.583468579312,59000.0,55000.0,390000000000.0,0.0,0.0,-0.0223349229654549
5.295945713886305e-05,4.835428695287496e-05,-6e-06,1.85e-05,-1.201,-3.02,-0.82,-0.372,0.999,18174.330927367864,19161.66428195462,62000.0,54000.0,140000000000.0,0.0,0.0,-0.0099288635402982
5.0656872045869005e-05,5.295945713886305e-05,0.0,1.95e-05,-1.226,-1.43,1.2,0.0,1.404,19320.54961178729,18465.44518206905,76000.0,72000.0,320000000000.0,0.0,0.0,-0.0002724909661406
4.1446531673892815e-05,4.374911676688687e-05,1.25e-05,3e-06,-1.161,-2.8400000000000003,-1.4000000000000004,1.0375,0.279,23353.879508442664,22466.7357763218,83000.0,93000.0,270000000000.0,0.0,0.0,-0.0051890281342328
3.6841361487904736e-05,4.1446531673892815e-05,1.5e-06,1.85e-05,2.2135,1.7499999999999998,1.22,0.0915,1.6835,24274.84254001429,23572.191504779603,61000.0,91000.0,140000000000.0,0.0,0.0,0.0199143500801944
4.374911676688687e-05,5.52620422318571e-05,3e-06,8.5e-06,4.671,3.6000000000000005,-0.3399999999999999,0.21,0.731,21788.47383252237,17939.44223709546,70000.0,86000.0,110000000000.0,0.0,0.0,-0.0863195691418903
4.835428695287496e-05,4.835428695287496e-05,-4.5e-06,1.1e-05,4.25,3.37,-0.2199999999999999,-0.225,0.66,18837.521212428263,19544.201190170766,50000.0,60000.0,320000000000.0,0.0,0.0,-0.1479263398848513
4.605170185988091e-05,3.6841361487904736e-05,2e-05,1.2e-05,4.618,3.3200000000000003,-0.29,1.0,1.008,19543.251685646333,25914.08687008149,50000.0,84000.0,460000000000.0,0.0,0.0,0.0482924042644709
3.6841361487904736e-05,5.295945713886305e-05,1.6e-05,1.35e-05,-1.6145,-1.68,0.92,1.424,0.9855,26120.90273638634,18486.95074185403,89000.0,73000.0,250000000000.0,0.0,0.0,-0.0015604885378599
4.374911676688687e-05,4.605170185988091e-05,-3e-06,1.25e-05,2.92,2.16,-0.0099999999999998,-0.189,0.7499999999999999,21405.39000603608,20344.617630042205,63000.0,60000.0,270000000000.0,0.0,0.0,-0.3616176682652984
4.605170185988091e-05,4.605170185988091e-05,-3e-06,1.5e-05,4.2,4.010000000000001,0.56,-0.267,0.7499999999999999,21354.349377093084,19543.251685646333,89000.0,50000.0,260000000000.0,0.0,0.0,0.0099463925757529
4.835428695287496e-05,4.835428695287496e-05,-4.5e-06,4.5e-06,-0.1404999999999999,-0.91,-0.5400000000000001,-0.405,0.2295,20414.270723195485,18924.525831353643,90000.0,51000.0,290000000000.0,0.0,0.0,-0.0118318790757993
4.605170185988091e-05,5.295945713886305e-05,0.0,1e-06,-4.856,-5.76,-0.85,0.0,0.054,21058.94991127017,17800.7941892143,76000.0,54000.0,480000000000.0,0.0,0.0,-0.0038649430755834
4.605170185988091e-05,4.1446531673892815e-05,1.55e-05,8.5e-06,4.9495,3.83,-0.5499999999999999,0.806,0.5695,19734.31772032147,22626.01799498185,52000.0,67000.0,440000000000.0,0.0,0.0,0.0391376206807126
4.374911676688687e-05,4.374911676688687e-05,6.5e-06,-2.5e-06,2.495,4.08,1.35,0.637,-0.235,22543.53123298621,22483.46726693737,98000.0,94000.0,100000000000.0,0.0,0.0,-0.0269987593687136
4.835428695287496e-05,4.374911676688687e-05,-3.5000000000000004e-06,7.499999999999999e-06,-0.3175000000000001,-1.8200000000000005,-1.0300000000000002,-0.2835,0.4725,20269.004639967203,21405.39000603608,81000.0,63000.0,280000000000.0,0.0,0.0,-0.0117625955775202
4.835428695287496e-05,5.0656872045869005e-05,1.9e-05,6e-06,-1.842,-3.08,-0.6799999999999999,1.463,0.558,20181.15565651063,19563.091524627893,77000.0,93000.0,250000000000.0,0.0,0.0,-0.020205110847662
3.9143946580898775e-05,5.295945713886305e-05,1.05e-05,-1e-06,-3.0000000000000004,-2.5500000000000003,0.35,0.987,-0.0999999999999999,24902.067303322303,18787.73275667848,94000.0,100000.0,200000000000.0,0.0,0.0,-0.0770110805614006
4.605170185988091e-05,4.835428695287496e-05,-2.5e-06,0.0,4.07,4.34,0.27,-0.1275,0.0,19640.98404332446,20181.15565651063,51000.0,77000.0,220000000000.0,0.0,0.0,-0.0270295904577104
4.835428695287496e-05,4.1446531673892815e-05,1.5e-06,1.9e-05,3.2189999999999994,0.2099999999999999,-1.4699999999999998,0.132,1.5389999999999997,20387.21873292967,23287.0213626188,88000.0,81000.0,240000000000.0,0.0,0.0,-0.0022948641879278
5.0656872045869005e-05,5.295945713886305e-05,-3e-06,5.5e-06,0.7675000000000001,-0.6399999999999999,-1.05,-0.297,0.3575,19609.631017021868,18278.341606956048,99000.0,65000.0,300000000000.0,0.0,0.0,-0.000951874028183
3.6841361487904736e-05,5.0656872045869005e-05,1.1e-05,1.8e-05,-0.2259999999999999,-1.83,-0.56,0.8029999999999999,1.044,25299.815183113944,18695.06776402045,73000.0,58000.0,460000000000.0,0.0,0.0,0.0373483568079852
5.0656872045869005e-05,4.1446531673892815e-05,1.6499999999999998e-05,-4e-06,-0.0459999999999999,1.75,1.42,1.0559999999999998,-0.376,18969.112612217064,23637.11486401012,64000.0,94000.0,350000000000.0,0.0,0.0,-0.001601311718658
4.1446531673892815e-05,4.374911676688687e-05,9.5e-06,2e-06,2.342,1.4,-0.8300000000000002,0.7884999999999999,0.1119999999999999,23353.879508442664,20885.04209334969,83000.0,56000.0,380000000000.0,0.0,0.0,-0.0356241586299285
5.0656872045869005e-05,4.605170185988091e-05,-6e-06,1.55e-05,-3.5095,-4.72,-0.4199999999999999,-0.444,0.7905,19275.756037144973,19640.98404332446,74000.0,51000.0,220000000000.0,0.0,0.0,-0.1392544767182119
5.52620422318571e-05,4.605170185988091e-05,1.6499999999999998e-05,-4.5e-06,3.2715,4.930000000000001,1.2400000000000002,1.3694999999999995,-0.4185,17911.283154657962,21414.97746065104,83000.0,93000.0,210000000000.0,0.0,0.0,0.0391344178530656
5.295945713886305e-05,5.295945713886305e-05,1.5e-06,2e-06,-1.082,-0.21,1.02,0.081,0.148,17800.7941892143,18507.34701181773,54000.0,74000.0,110000000000.0,0.0,0.0,-0.0061668184051209
5.0656872045869005e-05,3.9143946580898775e-05,8.5e-06,1.4e-05,5.964,3.92,-0.7,0.527,1.344,18886.84749485081,24950.61190007288,62000.0,96000.0,380000000000.0,0.0,0.0,0.0273980730622357
5.295945713886305e-05,5.0656872045869005e-05,1.7e-05,1.75e-05,-2.4425,-3.95,0.1899999999999999,1.513,1.6974999999999998,18712.91296390105,19595.660395683244,89000.0,97000.0,450000000000.0,0.0,0.0,0.1112164983584535
5.0656872045869005e-05,5.295945713886305e-05,-3.5000000000000004e-06,5e-07,4.627,3.64,-0.95,-0.189,0.037,18460.21119895489,18507.34701181773,54000.0,74000.0,130000000000.0,0.0,0.0,-0.0166133200655631
3.9143946580898775e-05,4.835428695287496e-05,-3.5000000000000004e-06,1.5e-06,-4.5185,-4.119999999999999,0.52,-0.3115,0.1215,24762.69933878068,20269.004639967203,89000.0,81000.0,430000000000.0,0.0,0.0,-0.0666893319208534
3.6841361487904736e-05,5.52620422318571e-05,9e-06,5e-06,-0.4900000000000001,-0.17,0.75,0.639,0.4299999999999999,25158.844684824177,17939.44223709546,71000.0,86000.0,450000000000.0,0.0,0.0,0.004985026865475
4.374911676688687e-05,5.0656872045869005e-05,9.5e-06,1.15e-05,-1.3245000000000002,-0.6700000000000002,1.31,0.7789999999999999,0.6555,22225.1477378814,18640.73692216477,82000.0,57000.0,480000000000.0,0.0,0.0,0.0015691290014051
5.0656872045869005e-05,4.1446531673892815e-05,7.000000000000001e-06,-2.5e-06,2.555,3.2,0.48,0.357,-0.1649999999999999,18250.05650558812,22562.48035427821,51000.0,66000.0,130000000000.0,0.0,0.0,-0.082352706225183
4.605170185988091e-05,5.0656872045869005e-05,3e-06,1.45e-05,-0.8605,-1.08,0.52,0.171,0.7395,20141.631395398326,18250.05650558812,57000.0,51000.0,210000000000.0,0.0,0.0,0.0636743376824995
5.0656872045869005e-05,4.835428695287496e-05,1.6e-05,1.05e-05,-2.5225,-3.7,-0.39,1.248,0.7875,19361.027301938964,20130.433323329933,78000.0,75000.0,120000000000.0,0.0,0.0,0.0847330565062155
4.1446531673892815e-05,5.52620422318571e-05,6e-06,5e-07,-4.4545,-5.390000000000001,-0.91,0.5640000000000001,0.0255,23637.11486401012,17015.232035698464,94000.0,51000.0,160000000000.0,0.0,0.0,-0.0282160829973087
5.0656872045869005e-05,4.605170185988091e-05,1.25e-05,1.15e-05,-4.322,-4.21,0.71,0.9375,0.598,19298.719978784,19734.31772032147,75000.0,52000.0,300000000000.0,0.0,0.0,-0.1305621603073301
4.605170185988091e-05,4.835428695287496e-05,1e-05,1.85e-05,5.952999999999999,5.989999999999999,1.11,0.97,1.073,21465.405704065925,19428.8029402686,97000.0,58000.0,280000000000.0,0.0,0.0,-0.0661639794652155
5.295945713886305e-05,4.835428695287496e-05,1.55e-05,-5e-06,-2.585,-3.43,-1.2399999999999998,1.1315,-0.3949999999999999,18486.95074185403,20227.2024319106,73000.0,79000.0,130000000000.0,0.0,0.0,-0.1001254855115653
4.835428695287496e-05,3.9143946580898775e-05,1.9e-05,-2.5e-06,-2.7550000000000003,-3.640000000000001,-1.11,1.235,-0.2249999999999999,19788.27840538207,24792.796651907065,65000.0,90000.0,440000000000.0,0.0,0.0,0.0195987904582995
4.835428695287496e-05,4.835428695287496e-05,9.5e-06,1.15e-05,5.3925,3.84,-0.4599999999999999,0.7789999999999999,1.0925,20288.43774997617,20471.48800730162,82000.0,95000.0,270000000000.0,0.0,0.0,-0.170011637665473
4.1446531673892815e-05,4.374911676688687e-05,5e-07,1.2e-05,-1.0700000000000005,-2.6300000000000003,-0.6,0.048,0.96,23676.122921871865,22167.31569607387,96000.0,80000.0,200000000000.0,0.0,0.0,-0.0048771116963255
4.374911676688687e-05,4.605170185988091e-05,1.2e-05,1.2e-05,4.706,4.779999999999999,1.13,0.9,1.056,21998.530043458977,21337.365439876216,75000.0,88000.0,150000000000.0,0.0,0.0,-0.1343963368608824
4.835428695287496e-05,3.9143946580898775e-05,2e-05,5.5e-06,3.2045,1.39,-1.49,1.02,0.3245,18924.525831353643,23009.64705478673,51000.0,59000.0,420000000000.0,0.0,0.0,0.0045674058467898
5.52620422318571e-05,4.1446531673892815e-05,5e-06,1.15e-05,-1.1925,-1.04,0.9,0.3999999999999999,0.7475,17878.04640857596,22496.25396395028,80000.0,65000.0,160000000000.0,0.0,0.0,0.0158822723477926
