alpha_i,alpha_j,D_i,D_j,D_acc_j,D_acc_i_pre,D_acc_ij,D_acc_i_span,D_acc_j_span,effective_length_i,effective_length_j,length_i,length_j,Df,pd_pr,pd_pp,Cij
5.295945713886305e-05,3.9143946580898775e-05,5e-06,-5e-06,2.5,10.85,7.92,0.29,-0.4299999999999999,18007.271213634736,24665.0046916206,58000.0,86000.0,118597815912.15623,0.0,0.0,0.0023090407357363
3.9143946580898775e-05,4.835428695287496e-05,-4e-06,2e-05,1.87,6.420000000000001,6.15,-0.304,1.6,24242.560673877528,20248.608766492125,76000.0,80000.0,404640975211.5625,0.0,0.0,0.0052107586206024
3.9143946580898775e-05,4.605170185988091e-05,1.7e-05,0.0,-5.640000000000001,0.7400000000000002,6.380000000000001,1.513,0.0,24762.69933878068,20344.617630042205,89000.0,60000.0,163596196590.6875,0.0,0.0,0.0071610582748837
5.52620422318571e-05,4.605170185988091e-05,0.0,2e-05,1.95,5.63,5.04,0.0,1.36,18023.56351789487,20766.84200913604,100000.0,68000.0,193635562583.46875,0.0,0.0,0.0085144510496849
3.9143946580898775e-05,4.1446531673892815e-05,9e-06,1.3e-05,2.567,3.1500000000000004,1.35,0.81,0.767,24792.796651907065,22035.711446501293,90000.0,59000.0,451367933657.0,0.0,0.0,0.0122328445246371
4.374911676688687e-05,5.0656872045869005e-05,1.1e-05,2e-05,8.76,4.66,-2.28,0.66,1.82,21201.717258314027,19544.158686505823,60000.0,91000.0,238100103354.40625,0.0,0.0,0.0261757255734159
4.835428695287496e-05,4.605170185988091e-05,1e-05,1.3e-05,4.164,4.79,1.9,0.62,1.274,19648.962090578585,21476.626880106483,62000.0,98000.0,177232147506.40625,0.0,0.0,0.0299408098783434
3.6841361487904736e-05,4.835428695287496e-05,8e-06,-4e-06,7.0680000000000005,12.19,4.83,0.3999999999999999,-0.292,22841.465319628925,20074.56067945974,50000.0,73000.0,278287817046.28125,0.0,0.0,-6.865204750441528e-05
4.374911676688687e-05,4.1446531673892815e-05,2e-06,-6e-06,-8.034,-3.16,4.49,0.1359999999999999,-0.384,21690.71218189042,22427.225043025664,68000.0,64000.0,494283847034.84375,0.0,0.0,0.0080263996865554
4.1446531673892815e-05,5.52620422318571e-05,1.9e-05,9e-06,4.6530000000000005,8.67,4.89,1.6719999999999997,0.873,23498.672269204497,18010.573238282952,88000.0,97000.0,188946910247.0937,0.0,0.0,-0.0084809437689299
4.835428695287496e-05,3.9143946580898775e-05,3e-06,1e-05,7.61,14.250000000000002,7.440000000000001,0.216,0.7999999999999999,20044.531579944345,24431.578834277698,72000.0,80000.0,436563635432.25,0.0,0.0,-0.0051503613863875
4.835428695287496e-05,3.9143946580898775e-05,-2e-06,-5e-06,2.01,1.4900000000000002,-0.78,-0.146,-0.2599999999999999,20074.56067945974,22209.89417584817,73000.0,52000.0,230988289004.5,0.0,0.0,0.0010950295980217
5.295945713886305e-05,3.9143946580898775e-05,5e-06,1.4e-05,-2.688,-1.0199999999999996,2.4800000000000004,0.4349999999999999,0.812,18693.979373048925,22908.36611404528,87000.0,58000.0,389007455668.25,0.0,0.0,-0.0134612295677259
4.374911676688687e-05,3.6841361487904736e-05,1.4e-05,-3e-06,-2.353,-2.97,-0.77,1.12,-0.153,22167.31569607387,22997.070682481382,80000.0,51000.0,399973423420.0625,0.0,0.0,0.0629125018801543
5.0656872045869005e-05,4.605170185988091e-05,1.2e-05,1.3e-05,-2.826,-2.52,1.32,0.924,1.014,19341.30096556398,21116.650931282933,77000.0,78000.0,466592445074.9375,0.0,0.0,0.0044078253781504
5.295945713886305e-05,5.0656872045869005e-05,-3e-06,-3e-06,0.967,7.43,6.279999999999999,-0.258,-0.183,18683.73345797876,18842.4818871704,86000.0,61000.0,479323273124.78125,0.0,0.0,0.007663224302764
5.52620422318571e-05,5.295945713886305e-05,-1e-06,1.3e-05,1.858,1.0500000000000005,-0.0799999999999998,-0.0699999999999999,0.7280000000000001,17717.532670680608,17909.495051183345,70000.0,56000.0,210458117151.0625,0.0,0.0,-0.167260657117872
4.835428695287496e-05,5.0656872045869005e-05,1.2e-05,-3e-06,-7.358,-14.46,-7.390000000000001,1.128,-0.288,20461.12365160599,19588.126034520155,94000.0,96000.0,388375255415.7188,0.0,0.0,-0.009010294594651
3.9143946580898775e-05,5.0656872045869005e-05,-2e-06,7.000000000000001e-06,0.796,7.010000000000002,6.900000000000001,-0.184,0.686,24849.569528244167,19602.82259552201,92000.0,98000.0,126081780277.09377,0.0,0.0,-0.0095533879005186
3.9143946580898775e-05,5.0656872045869005e-05,-3e-06,5e-06,4.83,11.88,7.43,-0.195,0.3799999999999999,23540.71362310333,19320.54961178729,65000.0,76000.0,139434755163.34375,0.0,0.0,-0.0027478844202162
4.374911676688687e-05,5.0656872045869005e-05,4e-06,1.7e-05,-5.353000000000001,-9.46,-3.0700000000000003,0.304,1.037,22035.30351529482,18842.4818871704,76000.0,61000.0,406627487685.34375,0.0,0.0,-0.0209283303689744
3.6841361487904736e-05,5.0656872045869005e-05,1.6e-05,-6e-06,-4.82,3.209999999999999,7.459999999999999,1.3119999999999998,-0.5700000000000001,25820.086787562457,19580.20017383297,82000.0,95000.0,271930213714.0937,0.0,0.0,0.0061598645621178
3.6841361487904736e-05,4.605170185988091e-05,1.9e-05,2e-05,-0.81,-4.21,-2.1,1.7859999999999998,1.2999999999999998,26292.92468126793,20626.40984533919,94000.0,65000.0,241611081302.4375,0.0,0.0,-0.0096425827989625
5.295945713886305e-05,5.0656872045869005e-05,1.8e-05,1.3e-05,-4.670999999999999,-1.3899999999999988,4.49,1.152,1.209,18245.4904437651,19563.091524627893,64000.0,93000.0,261679099167.46875,0.0,0.0,-0.0316740675661933
3.6841361487904736e-05,4.1446531673892815e-05,1e-06,-2e-06,3.0900000000000003,10.5,7.3,0.062,-0.11,24378.601249290256,21658.52399508178,62000.0,55000.0,280636689110.21875,0.0,0.0,-0.0086196224501039
4.605170185988091e-05,4.835428695287496e-05,-3e-06,1.5e-05,-2.4200000000000004,1.6299999999999994,5.04,-0.279,0.99,21414.97746065104,19830.40363771792,93000.0,66000.0,255570294430.0625,0.0,0.0,-0.0058594456823041
5.52620422318571e-05,3.9143946580898775e-05,4e-06,5e-06,4.51,4.31,0.1299999999999999,0.312,0.3299999999999999,17852.621990504154,23617.72018370228,78000.0,66000.0,376003410600.65625,0.0,0.0,0.1897644181566476
4.605170185988091e-05,4.374911676688687e-05,1e-05,1.8e-05,1.924,8.820000000000002,7.850000000000001,0.7999999999999999,0.954,21169.274886976465,20608.39066141548,80000.0,53000.0,444173082959.25,0.0,0.0,-0.0020379677760149
4.374911676688687e-05,5.295945713886305e-05,1e-06,-6e-06,-3.028,0.4000000000000003,3.0200000000000005,0.0699999999999999,-0.408,21788.47383252237,18367.07312957177,70000.0,68000.0,343080592828.59375,0.0,0.0,0.0041311224885506
4.374911676688687e-05,5.295945713886305e-05,6e-06,1.1e-05,-0.9029999999999998,-2.85,-1.32,0.594,0.627,22556.97542275893,17959.67737304748,99000.0,57000.0,312205788071.5625,0.0,0.0,0.0139712645365461
4.835428695287496e-05,4.374911676688687e-05,1.9e-05,1.4e-05,6.638000000000001,2.24,-3.3200000000000003,1.6149999999999998,1.078,20341.404335598912,22070.50286451702,85000.0,77000.0,231130717161.71875,0.0,0.0,0.0060445395735329
3.6841361487904736e-05,4.1446531673892815e-05,3e-06,8e-06,7.229999999999999,1.3199999999999994,-5.19,0.279,0.72,26261.007497757382,23548.693494770643,93000.0,90000.0,148154256700.25,0.0,0.0,-2.591911212952761e-05
4.374911676688687e-05,4.374911676688687e-05,1.1e-05,1.3e-05,2.267,-6.440000000000001,-7.94,0.759,0.767,21740.66208316274,21127.66562632656,69000.0,59000.0,454400275590.75,0.0,0.0,0.0172256712844396
3.9143946580898775e-05,3.9143946580898775e-05,1e-05,-4e-06,-0.772,-1.42,-0.86,0.51,-0.212,22076.686967557234,22337.987862909955,51000.0,53000.0,199560971172.28125,0.0,0.0,0.0164264313776718
5.0656872045869005e-05,3.9143946580898775e-05,1e-05,1.7e-05,7.101000000000001,5.540000000000001,0.02,0.57,1.581,18640.73692216477,24876.332092720662,57000.0,93000.0,334577218261.78125,0.0,0.0,0.8701244053662315
4.605170185988091e-05,4.1446531673892815e-05,-3e-06,1.6e-05,-0.1239999999999998,-4.26,-3.08,-0.156,1.056,19734.31772032147,22562.48035427821,52000.0,66000.0,148596953965.09375,0.0,0.0,0.0075929092745877
4.1446531673892815e-05,4.1446531673892815e-05,1e-05,3e-06,-2.575,-2.52,0.34,0.8899999999999999,0.285,23524.201109382244,23657.02302226745,89000.0,95000.0,458444686822.09375,0.0,0.0,-0.0049052064397007
5.0656872045869005e-05,3.9143946580898775e-05,-5e-06,-2e-06,-1.28,-0.8,0.31,-0.3399999999999999,-0.1699999999999999,19110.62768684981,24629.80590224796,68000.0,85000.0,119845786309.09377,0.0,0.0,-0.1230146350004685
4.605170185988091e-05,3.9143946580898775e-05,7.000000000000001e-06,4e-06,2.654,5.390000000000001,3.1000000000000005,0.665,0.364,21441.3519154276,24821.73859775575,95000.0,91000.0,211082984544.125,0.0,0.0,0.0124606303476711
4.835428695287496e-05,5.0656872045869005e-05,8e-06,1e-05,6.83,5.109999999999999,-1.1500000000000004,0.6559999999999999,0.57,20288.43774997617,18640.73692216477,82000.0,57000.0,158008539541.34375,0.0,0.0,-0.0738694212246503
3.6841361487904736e-05,3.9143946580898775e-05,8e-06,1.9e-05,8.329,14.760000000000002,7.97,0.5439999999999999,1.5389999999999997,24926.92250707505,24474.3871091524,68000.0,81000.0,467674048336.9375,0.0,0.0,0.0168007153191286
5.52620422318571e-05,4.374911676688687e-05,5e-06,1.7e-05,-0.8340000000000001,-0.27,2.23,0.36,1.666,17757.092191403895,22543.53123298621,72000.0,98000.0,418330829863.3125,0.0,0.0,-0.0130227177157187
5.0656872045869005e-05,5.0656872045869005e-05,1.5e-05,1.9e-05,1.254,5.2,5.58,0.975,1.634,19007.223269104343,19487.517770137223,65000.0,86000.0,194083063877.5937,0.0,0.0,0.0015252064903032
5.0656872045869005e-05,4.605170185988091e-05,9e-06,1e-06,2.92,3.68,0.8300000000000001,0.549,0.0699999999999999,18842.4818871704,20850.24535827509,61000.0,70000.0,406427514887.6875,0.0,0.0,-0.0140625658164805
4.374911676688687e-05,3.9143946580898775e-05,7.000000000000001e-06,-1e-06,-2.705,3.66,6.28,0.357,-0.0849999999999999,20402.72180858,24629.80590224796,51000.0,85000.0,491465856942.4063,0.0,0.0,0.0150099407317406
4.835428695287496e-05,4.374911676688687e-05,-5e-06,2e-05,-0.5300000000000005,-7.35,-4.88,-0.2749999999999999,1.94,19233.368104593206,22529.48581609961,55000.0,97000.0,145754713387.40625,0.0,0.0,-0.0084835109815141
4.605170185988091e-05,3.9143946580898775e-05,1.4e-05,1.7e-05,8.107000000000001,10.13,3.3999999999999995,1.2320000000000002,1.377,21337.365439876216,24474.3871091524,88000.0,81000.0,126328335208.53123,0.0,0.0,-0.0638573433994546
3.6841361487904736e-05,4.605170185988091e-05,1e-05,9e-06,-0.302,-7.4,-6.2700000000000005,0.95,0.8280000000000001,26323.68738908772,21400.85083698336,95000.0,92000.0,474712286700.84375,0.0,0.0,-0.0072662250332468
4.605170185988091e-05,4.605170185988091e-05,1.5e-05,5e-06,-3.96,2.5500000000000007,6.8100000000000005,1.4549999999999998,0.3,21465.405704065925,20344.617630042205,97000.0,60000.0,143373022667.125,0.0,0.0,0.0100369470686066
3.6841361487904736e-05,4.835428695287496e-05,1.7e-05,-1e-06,4.265000000000001,-3.54,-7.890000000000001,1.054,-0.0849999999999999,24378.601249290256,20341.404335598912,62000.0,85000.0,183304808909.6875,0.0,0.0,0.0050164082419447
4.835428695287496e-05,5.52620422318571e-05,2e-06,1.5e-05,3.9250000000000007,3.450000000000001,0.5,0.106,0.975,19086.408077798867,17597.209109402444,53000.0,65000.0,235965228126.0,0.0,0.0,-0.042507561065388
4.605170185988091e-05,4.605170185988091e-05,-4e-06,5e-06,-0.05,-1.85,-1.42,-0.216,0.3799999999999999,19908.572014977944,21058.94991127017,54000.0,76000.0,483754675250.15625,0.0,0.0,-0.0060945340366378
3.9143946580898775e-05,5.295945713886305e-05,1e-05,1.7e-05,5.615,1.9800000000000004,-2.1899999999999995,0.7499999999999999,1.445,24190.49784926309,18672.930299387244,75000.0,85000.0,234522974301.9375,0.0,0.0,0.0021307115553838
4.605170185988091e-05,4.374911676688687e-05,-6e-06,1.7e-05,0.688,-7.85,-6.94,-0.342,1.598,20141.631395398326,22483.46726693737,57000.0,94000.0,272009366330.90625,0.0,0.0,-0.0023734405645536
4.835428695287496e-05,5.52620422318571e-05,3e-06,-2e-06,1.588,8.780000000000001,7.0600000000000005,0.192,-0.132,19744.06618672876,17624.00420190337,64000.0,66000.0,447936116684.15625,0.0,0.0,3.7179861740744434e-05
4.835428695287496e-05,4.374911676688687e-05,1.8e-05,1.8e-05,1.112,5.210000000000001,5.5200000000000005,1.728,1.422,20481.363125650994,22136.445837902284,96000.0,79000.0,287878143418.6875,0.0,0.0,-0.0090278863012661
3.9143946580898775e-05,4.1446531673892815e-05,-3e-06,-4e-06,-7.436,-7.46,-0.42,-0.222,-0.3959999999999999,24136.35666805652,23728.894609466308,74000.0,99000.0,142440440532.0,0.0,0.0,-0.0628455160664635
3.6841361487904736e-05,3.9143946580898775e-05,2e-05,1.2e-05,-4.888000000000001,1.8600000000000003,7.660000000000001,1.7,0.912,25958.55251142005,24242.560673877528,85000.0,76000.0,418177573093.9375,0.0,0.0,0.026335607129715
3.6841361487904736e-05,4.835428695287496e-05,9e-06,-2e-06,1.7660000000000002,-1.43,-3.33,0.585,-0.1339999999999999,24667.89715040183,19870.540397496126,65000.0,67000.0,298141620362.875,0.0,0.0,-0.0053171806713707
4.835428695287496e-05,5.52620422318571e-05,1.2e-05,2e-06,-3.826,2.6500000000000017,6.600000000000001,1.164,0.124,20490.77210053356,17507.338331838262,97000.0,62000.0,265212396064.28125,0.0,0.0,-0.0023976236437237
4.605170185988091e-05,4.605170185988091e-05,-5e-06,1e-05,-2.8800000000000003,-6.07,-2.4800000000000004,-0.4999999999999999,0.71,21497.576854210965,20889.153310661848,100000.0,71000.0,137726621473.21875,0.0,0.0,0.0248407197305924
5.0656872045869005e-05,5.295945713886305e-05,5e-06,3e-06,-6.614000000000001,-11.31,-4.449999999999999,0.4449999999999999,0.246,19523.20715754174,18636.86596393341,89000.0,82000.0,371660029938.59375,0.0,0.0,-0.0019787730753031
4.374911676688687e-05,4.605170185988091e-05,6e-06,2e-06,5.958,1.6800000000000006,-4.13,0.306,0.148,20402.72180858,20995.68200093097,51000.0,74000.0,492781847667.9688,0.0,0.0,-0.02184249713617
5.295945713886305e-05,5.295945713886305e-05,-3e-06,1.8e-05,2.762,0.2799999999999998,-1.2400000000000002,-0.285,1.242,18759.04225884694,18393.652870992813,95000.0,69000.0,189791841153.625,0.0,0.0,-0.0136786531024548
4.1446531673892815e-05,4.374911676688687e-05,7.000000000000001e-06,9e-06,8.203999999999999,6.399999999999999,-0.94,0.525,0.864,23049.73666558129,22514.8122850908,75000.0,96000.0,481675076615.78125,0.0,0.0,-0.0151831898724717
4.605170185988091e-05,3.9143946580898775e-05,1.7e-05,6e-06,1.942,0.6100000000000001,-0.99,1.683,0.342,21487.34302003165,22803.042021354115,99000.0,57000.0,455972647950.5625,0.0,0.0,0.0176207431021569
4.605170185988091e-05,4.374911676688687e-05,1e-06,2e-06,-3.656,-8.5,-4.71,0.076,0.1339999999999999,21058.94991127017,21638.528510083142,76000.0,67000.0,136224886778.65623,0.0,0.0,0.0078014607049973
4.374911676688687e-05,4.374911676688687e-05,6e-06,1.8e-05,-1.732,2.91,6.01,0.408,1.368,21690.71218189042,22035.30351529482,68000.0,76000.0,148272386923.84375,0.0,0.0,-0.0026981930064812
4.374911676688687e-05,3.9143946580898775e-05,-4e-06,1.6e-05,-1.134,-3.82,-1.3900000000000003,-0.38,1.296,22499.482550558525,24474.3871091524,95000.0,81000.0,170422517904.03125,0.0,0.0,0.0238079954317468
4.374911676688687e-05,4.374911676688687e-05,1e-06,3e-06,-1.657,-4.840000000000001,-3.0300000000000007,0.0999999999999999,0.153,22569.84412150273,20402.72180858,100000.0,51000.0,307149797536.5,0.0,0.0,-0.0141570531219717
4.374911676688687e-05,4.835428695287496e-05,-1e-06,1.6e-05,-0.9940000000000002,-5.0,-2.6300000000000003,-0.073,1.376,21919.97600342822,20357.419902250545,73000.0,86000.0,332373886121.03125,0.0,0.0,-0.0071840527136213
4.835428695287496e-05,5.295945713886305e-05,1.5e-05,1.4e-05,8.42,1.4699999999999998,-5.9,0.7499999999999999,1.05,18837.521212428263,18526.69121083377,50000.0,75000.0,438092458470.125,0.0,0.0,-0.0046278996241423
5.295945713886305e-05,4.1446531673892815e-05,1.2e-05,2e-05,6.949999999999999,12.1,6.93,0.732,1.7799999999999998,18135.822946122567,23524.201109382244,61000.0,89000.0,114223265246.46877,0.0,0.0,0.0156509876604378
4.605170185988091e-05,4.835428695287496e-05,1.1e-05,3e-06,-6.212000000000001,-5.700000000000001,0.68,0.715,0.168,20626.40984533919,19301.68723174908,65000.0,56000.0,425066167657.375,0.0,0.0,0.0394459268403881
4.374911676688687e-05,3.9143946580898775e-05,1.2e-05,6e-06,6.43,4.44,-1.69,0.744,0.3,21340.44666397604,21938.162105421696,62000.0,50000.0,432548748987.84375,0.0,0.0,0.0027764073130415
4.374911676688687e-05,5.52620422318571e-05,1.5e-05,1.7e-05,6.788,7.38,2.19,1.3199999999999998,1.598,22371.162708385284,17995.240543194126,88000.0,94000.0,118890799093.90623,0.0,0.0,-0.0252010774900703
5.0656872045869005e-05,5.295945713886305e-05,2e-05,1.4e-05,3.98,10.05,7.4,2.0,1.33,19616.103135136866,18759.04225884694,100000.0,95000.0,347223944765.3125,0.0,0.0,0.006190501933886
5.52620422318571e-05,4.374911676688687e-05,8e-06,9e-06,7.288,6.03,-0.52,0.496,0.738,17507.338331838262,22225.1477378814,62000.0,82000.0,496617911563.4375,0.0,0.0,-0.1234083653175831
4.835428695287496e-05,4.374911676688687e-05,-3e-06,6e-06,0.556,2.17,1.98,-0.216,0.366,20044.531579944345,21272.599041422145,72000.0,61000.0,450627851923.5,0.0,0.0,-0.0177161115710435
4.835428695287496e-05,3.9143946580898775e-05,0.0,2e-06,-5.945999999999999,-7.549999999999999,-1.43,0.0,0.174,19908.78254824914,24698.852279665567,68000.0,87000.0,371785077382.5,0.0,0.0,0.0009321989402792
4.835428695287496e-05,3.6841361487904736e-05,1.2e-05,1.6e-05,-4.96,-10.45,-4.45,0.984,1.04,20288.43774997617,24667.89715040183,82000.0,65000.0,375333695955.78125,0.0,0.0,-0.0145575582158146
5.295945713886305e-05,4.835428695287496e-05,3e-06,6e-06,-4.582000000000001,-4.390000000000001,0.51,0.27,0.318,18721.653755215622,19086.408077798867,90000.0,53000.0,182987390093.5937,0.0,0.0,-0.1075410398748248
4.605170185988091e-05,4.374911676688687e-05,2e-06,9e-06,-5.317,-5.62,0.3,0.156,0.603,21116.650931282933,21638.528510083142,78000.0,67000.0,389578070591.6875,0.0,0.0,0.0145380283532755
4.374911676688687e-05,4.835428695287496e-05,8e-06,-6e-06,7.044,14.55,7.11,0.728,-0.396,22430.994626031257,19830.40363771792,91000.0,66000.0,272233994148.75,0.0,0.0,-0.0139261282379724
4.605170185988091e-05,3.9143946580898775e-05,1.3e-05,-1e-06,-6.714,-1.87,4.79,1.222,-0.054,21428.468281519177,22461.164325172,94000.0,54000.0,393491974790.59375,0.0,0.0,-0.0114415432991929
3.9143946580898775e-05,4.835428695287496e-05,7.000000000000001e-06,1.7e-05,-3.985,0.2100000000000004,5.470000000000001,0.5950000000000001,1.275,24629.80590224796,20130.433323329933,85000.0,75000.0,306514330872.1875,0.0,0.0,-0.0190556697389836
4.835428695287496e-05,3.6841361487904736e-05,-2e-06,8e-06,4.886,1.0200000000000005,-3.09,-0.146,0.7759999999999999,20074.56067945974,26381.91490126061,73000.0,97000.0,262792626070.15625,0.0,0.0,-0.0032499773698921
4.374911676688687e-05,4.835428695287496e-05,1e-06,6e-06,1.946,-3.51,-5.09,0.0679999999999999,0.366,21690.71218189042,19597.847803339017,68000.0,61000.0,473848114685.0,0.0,0.0,0.0021898729733389
4.374911676688687e-05,3.9143946580898775e-05,1e-06,1.9e-05,6.729,8.100000000000001,2.91,0.0829999999999999,1.5389999999999997,22252.22062884647,24474.3871091524,83000.0,81000.0,463042498340.2188,0.0,0.0,-0.0282787216145001
5.0656872045869005e-05,4.605170185988091e-05,-5e-06,1.2e-05,7.052000000000001,12.22,6.26,-0.365,1.092,19251.59884606802,21386.05844605337,73000.0,91000.0,162046655197.84375,0.0,0.0,0.012118719730616
4.374911676688687e-05,3.9143946580898775e-05,1e-05,5e-06,-6.98,-10.78,-3.4000000000000004,0.5499999999999999,0.3999999999999999,20796.82867856324,24431.578834277698,55000.0,80000.0,350312671170.625,0.0,0.0,-0.0085973828246861
4.835428695287496e-05,4.374911676688687e-05,1.9e-05,9e-06,1.452,-0.31,-1.15,1.178,0.612,19648.962090578585,21690.71218189042,62000.0,68000.0,362099514029.4688,0.0,0.0,-0.0034264959706979
5.295945713886305e-05,4.1446531673892815e-05,1.8e-05,0.0,-2.94,2.26,5.2,1.404,0.0,18578.940204956085,21213.321862662444,78000.0,51000.0,203495750135.71875,0.0,0.0,-0.0018645329927931
4.374911676688687e-05,4.374911676688687e-05,1.9e-05,6e-06,-4.73,2.7600000000000016,7.850000000000001,1.4819999999999998,0.36,22104.195472905943,21201.717258314027,78000.0,60000.0,251298803328.5625,0.0,0.0,-0.0057384411338773
4.374911676688687e-05,4.1446531673892815e-05,0.0,2e-06,-4.866,-11.36,-6.390000000000001,0.0,0.104,21527.05580871843,21331.634486110604,65000.0,52000.0,261398434232.0,0.0,0.0,-0.0105950567348667
3.9143946580898775e-05,3.9143946580898775e-05,1.2e-05,2e-05,-5.550000000000001,-6.140000000000001,0.75,0.948,1.34,24387.061645971145,23691.77063789032,79000.0,67000.0,131840704087.0,0.0,0.0,0.0035071662913279
5.295945713886305e-05,3.6841361487904736e-05,9e-06,9e-06,-1.338,-2.54,-0.3199999999999999,0.855,0.882,18759.04225884694,26409.45874593536,95000.0,98000.0,170264120192.96875,0.0,0.0,-0.1575694058912388
5.0656872045869005e-05,5.0656872045869005e-05,1.9e-05,-4e-06,-7.848000000000002,-0.0400000000000009,7.6,1.178,-0.208,18886.84749485081,18323.685087235048,62000.0,52000.0,425995088094.78125,0.0,0.0,0.0025518096835039
4.605170185988091e-05,5.0656872045869005e-05,1.4e-05,1.5e-05,-4.45,-10.85,-5.23,1.12,1.17,21169.274886976465,19361.027301938964,80000.0,78000.0,220111706566.8437,0.0,0.0,-0.0258330317121696
4.605170185988091e-05,3.9143946580898775e-05,2e-05,1.7e-05,2.808,1.7599999999999998,0.04,1.82,1.088,21386.05844605337,23460.63294783535,91000.0,64000.0,275889606316.25,0.0,0.0,0.7580599620490309
5.0656872045869005e-05,3.9143946580898775e-05,1.5e-05,7.000000000000001e-06,-3.5620000000000003,0.5,4.65,1.0499999999999998,0.5880000000000001,19171.33146494644,24593.201971366583,70000.0,84000.0,388010417892.4063,0.0,0.0,-0.0106422731179512
5.52620422318571e-05,4.605170185988091e-05,1.9e-05,9e-06,7.128000000000001,7.170000000000001,0.6900000000000001,1.406,0.648,17792.512392401557,20926.310116728484,74000.0,72000.0,367855397092.28125,0.0,0.0,-0.1343086163672216
3.6841361487904736e-05,4.1446531673892815e-05,1.5e-05,1e-06,-4.979,-4.63,0.43,1.23,0.081,25820.086787562457,23287.0213626188,82000.0,81000.0,242683914538.78125,0.0,0.0,-0.082562302700149
